epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
91,1854.51,0.71079,2.81145,1.49342,0.86395,0.76312,0.82822,0.51404,1.28442,2.39085,2.20616,0.000363297,0.000121099,0.000363297,0.000121099,0.000363297,0.000121099,0.000363297,0.000121099
92,1871.91,0.78207,2.88842,1.57215,0.76346,0.77143,0.81915,0.52812,1.25451,2.45983,2.18184,0.0003303,0.0001101,0.0003303,0.0001101,0.0003303,0.0001101,0.0003303,0.0001101
93,1889.63,0.73514,2.74332,1.49753,0.80427,0.75554,0.81925,0.53391,1.23992,2.51991,2.1695,0.000297304,9.91012e-05,0.000297304,9.91012e-05,0.000297304,9.91012e-05,0.000297304,9.91012e-05
94,1907.86,0.74724,2.7556,1.5616,0.73328,0.76964,0.82248,0.53202,1.24292,2.54863,2.1825,0.000264307,8.81023e-05,0.000264307,8.81023e-05,0.000264307,8.81023e-05,0.000264307,8.81023e-05
95,1925.78,0.70069,2.7483,1.52877,0.70416,0.78703,0.82617,0.53008,1.25267,2.56436,2.18278,0.00023131,7.71034e-05,0.00023131,7.71034e-05,0.00023131,7.71034e-05,0.00023131,7.71034e-05
96,1943.52,0.74373,2.89136,1.54697,0.67656,0.78996,0.81012,0.5271,1.25404,2.57065,2.18467,0.000198314,6.61045e-05,0.000198314,6.61045e-05,0.000198314,6.61045e-05,0.000198314,6.61045e-05
97,1961.14,0.73067,2.76132,1.54643,0.69848,0.747,0.81831,0.52232,1.27284,2.58613,2.22773,0.000165317,5.51056e-05,0.000165317,5.51056e-05,0.000165317,5.51056e-05,0.000165317,5.51056e-05
98,1978.86,0.79862,2.68939,1.62913,0.69412,0.80549,0.82325,0.52845,1.26071,2.54647,2.19688,0.00013232,4.41067e-05,0.00013232,4.41067e-05,0.00013232,4.41067e-05,0.00013232,4.41067e-05
99,1997.16,0.75429,2.83556,1.56942,0.76227,0.76786,0.83481,0.53,1.27822,2.53877,2.22198,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05,9.93234e-05,3.31078e-05
100,2015.75,0.68749,2.7877,1.49939,0.8135,0.75536,0.8509,0.54504,1.28564,2.5395,2.24354,6.63267e-05,2.21089e-05,6.63267e-05,2.21089e-05,6.63267e-05,2.21089e-05,6.63267e-05,2.21089e-05
