epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
62,7321.32,0.83234,4.56122,1.21751,0.01484,0.38552,0.01942,0.01683,0.53975,4.51439,1.13249,0.000106947,3.5649e-05,0.000106947,3.5649e-05,0.000106947,3.5649e-05,0.000106947,3.5649e-05
63,7429.77,0.82371,4.55984,1.21608,0.01402,0.35195,0.01768,0.01523,0.53368,4.5222,1.13074,0.000104274,3.4758e-05,0.000104274,3.4758e-05,0.000104274,3.4758e-05,0.000104274,3.4758e-05
64,7540.17,0.82866,4.55735,1.22573,0.01492,0.38976,0.01932,0.01672,0.52524,4.50877,1.11892,0.000101601,3.3867e-05,0.000101601,3.3867e-05,0.000101601,3.3867e-05,0.000101601,3.3867e-05
65,7647.62,0.81352,4.53917,1.21523,0.01437,0.40631,0.01895,0.0166,0.52291,4.50176,1.11512,9.8928e-05,3.2976e-05,9.8928e-05,3.2976e-05,9.8928e-05,3.2976e-05,9.8928e-05,3.2976e-05
66,7755.92,0.84219,4.56067,1.23793,0.01605,0.39429,0.01852,0.01599,0.5305,4.50834,1.12407,9.6255e-05,3.2085e-05,9.6255e-05,3.2085e-05,9.6255e-05,3.2085e-05,9.6255e-05,3.2085e-05
67,7863.25,0.81925,4.55102,1.21495,0.01476,0.41598,0.02035,0.01774,0.51788,4.497,1.11335,9.3582e-05,3.1194e-05,9.3582e-05,3.1194e-05,9.3582e-05,3.1194e-05,9.3582e-05,3.1194e-05
68,7970.94,0.83314,4.54514,1.21837,0.01405,0.40729,0.01945,0.01688,0.53016,4.50328,1.11992,9.0909e-05,3.0303e-05,9.0909e-05,3.0303e-05,9.0909e-05,3.0303e-05,9.0909e-05,3.0303e-05
69,8078.93,0.80754,4.54898,1.20327,0.0146,0.40956,0.0209,0.01832,0.52708,4.50026,1.12097,8.8236e-05,2.9412e-05,8.8236e-05,2.9412e-05,8.8236e-05,2.9412e-05,8.8236e-05,2.9412e-05
70,8186.08,0.80233,4.53104,1.20398,0.01323,0.38325,0.01874,0.01632,0.52974,4.50619,1.12468,8.5563e-05,2.8521e-05,8.5563e-05,2.8521e-05,8.5563e-05,2.8521e-05,8.5563e-05,2.8521e-05
71,8293.79,0.80124,4.53527,1.19938,0.01379,0.40081,0.02039,0.01795,0.52691,4.49606,1.12169,8.289e-05,2.763e-05,8.289e-05,2.763e-05,8.289e-05,2.763e-05,8.289e-05,2.763e-05
72,8401.73,0.80949,4.53422,1.21027,0.0136,0.41494,0.02033,0.01759,0.53205,4.49328,1.12076,8.0217e-05,2.6739e-05,8.0217e-05,2.6739e-05,8.0217e-05,2.6739e-05,8.0217e-05,2.6739e-05
73,8510.03,0.81793,4.5387,1.21417,0.0136,0.43421,0.02156,0.01892,0.52178,4.48463,1.11363,7.7544e-05,2.5848e-05,7.7544e-05,2.5848e-05,7.7544e-05,2.5848e-05,7.7544e-05,2.5848e-05
74,8618.1,0.80854,4.53493,1.21238,0.01408,0.43013,0.02037,0.01776,0.52262,4.4879,1.11422,7.4871e-05,2.4957e-05,7.4871e-05,2.4957e-05,7.4871e-05,2.4957e-05,7.4871e-05,2.4957e-05
75,8726.43,0.82209,4.53862,1.22929,0.01428,0.43794,0.02159,0.01853,0.53869,4.4798,1.12715,7.2198e-05,2.4066e-05,7.2198e-05,2.4066e-05,7.2198e-05,2.4066e-05,7.2198e-05,2.4066e-05
76,8835.22,0.81536,4.52717,1.20899,0.01437,0.44866,0.02182,0.01905,0.52328,4.47796,1.11436,6.9525e-05,2.3175e-05,6.9525e-05,2.3175e-05,6.9525e-05,2.3175e-05,6.9525e-05,2.3175e-05
77,8942.62,0.81318,4.53384,1.21488,0.01423,0.43891,0.02141,0.01872,0.51917,4.47876,1.1158,6.6852e-05,2.2284e-05,6.6852e-05,2.2284e-05,6.6852e-05,2.2284e-05,6.6852e-05,2.2284e-05
78,9050.17,0.80992,4.52376,1.20998,0.0142,0.46922,0.02141,0.01872,0.52125,4.46657,1.11192,6.4179e-05,2.1393e-05,6.4179e-05,2.1393e-05,6.4179e-05,2.1393e-05,6.4179e-05,2.1393e-05
79,9158.35,0.82569,4.53533,1.2259,0.01376,0.45304,0.02131,0.01848,0.53426,4.47794,1.12394,6.1506e-05,2.0502e-05,6.1506e-05,2.0502e-05,6.1506e-05,2.0502e-05,6.1506e-05,2.0502e-05
80,9266.51,0.79488,4.53413,1.20361,0.01401,0.46507,0.0227,0.01975,0.52772,4.4697,1.1181,5.8833e-05,1.9611e-05,5.8833e-05,1.9611e-05,5.8833e-05,1.9611e-05,5.8833e-05,1.9611e-05
81,9374.52,0.78939,4.52483,1.19777,0.01415,0.46296,0.02175,0.01895,0.52795,4.47421,1.12034,5.616e-05,1.872e-05,5.616e-05,1.872e-05,5.616e-05,1.872e-05,5.616e-05,1.872e-05
82,9483.76,0.82391,4.52761,1.22421,0.01393,0.47053,0.02129,0.01838,0.53588,4.46594,1.12316,5.3487e-05,1.7829e-05,5.3487e-05,1.7829e-05,5.3487e-05,1.7829e-05,5.3487e-05,1.7829e-05
83,9592.34,0.80652,4.51451,1.20146,0.01402,0.46688,0.02131,0.01868,0.52445,4.46552,1.11635,5.0814e-05,1.6938e-05,5.0814e-05,1.6938e-05,5.0814e-05,1.6938e-05,5.0814e-05,1.6938e-05
84,9700.12,0.80096,4.52588,1.19837,0.01349,0.45817,0.02136,0.01896,0.51598,4.47008,1.11239,4.8141e-05,1.6047e-05,4.8141e-05,1.6047e-05,4.8141e-05,1.6047e-05,4.8141e-05,1.6047e-05
85,9808.51,0.80546,4.52307,1.214,0.01343,0.4603,0.02057,0.01812,0.52481,4.46704,1.11808,4.5468e-05,1.5156e-05,4.5468e-05,1.5156e-05,4.5468e-05,1.5156e-05,4.5468e-05,1.5156e-05
86,9916.45,0.80291,4.53102,1.21364,0.01316,0.48662,0.02099,0.0186,0.52028,4.45354,1.11073,4.2795e-05,1.4265e-05,4.2795e-05,1.4265e-05,4.2795e-05,1.4265e-05,4.2795e-05,1.4265e-05
87,10024.7,0.79424,4.52401,1.19904,0.01391,0.46378,0.02147,0.01878,0.53108,4.4675,1.12234,4.0122e-05,1.3374e-05,4.0122e-05,1.3374e-05,4.0122e-05,1.3374e-05,4.0122e-05,1.3374e-05
88,10133.2,0.80403,4.52684,1.19307,0.01368,0.48207,0.02145,0.01892,0.52043,4.46121,1.11281,3.7449e-05,1.2483e-05,3.7449e-05,1.2483e-05,3.7449e-05,1.2483e-05,3.7449e-05,1.2483e-05
89,10241.6,0.78932,4.52704,1.1987,0.01416,0.47466,0.02097,0.01831,0.53304,4.46696,1.12353,3.4776e-05,1.1592e-05,3.4776e-05,1.1592e-05,3.4776e-05,1.1592e-05,3.4776e-05,1.1592e-05
90,10349,0.80056,4.52044,1.1992,0.01321,0.48781,0.02012,0.01767,0.52348,4.45415,1.11241,3.2103e-05,1.0701e-05,3.2103e-05,1.0701e-05,3.2103e-05,1.0701e-05,3.2103e-05,1.0701e-05
91,10457.6,0.80085,4.51293,1.21089,0.01309,0.50059,0.02071,0.01833,0.52135,4.44301,1.11092,2.943e-05,9.81e-06,2.943e-05,9.81e-06,2.943e-05,9.81e-06,2.943e-05,9.81e-06
92,10564.6,0.78829,4.51403,1.18647,0.01327,0.49498,0.02038,0.01813,0.51778,4.44963,1.11032,2.6757e-05,8.919e-06,2.6757e-05,8.919e-06,2.6757e-05,8.919e-06,2.6757e-05,8.919e-06
93,10673.8,0.80314,4.52483,1.2076,0.01349,0.46157,0.01982,0.01756,0.51951,4.46991,1.11514,2.4084e-05,8.028e-06,2.4084e-05,8.028e-06,2.4084e-05,8.028e-06,2.4084e-05,8.028e-06
94,10782.5,0.7994,4.51604,1.19421,0.01312,0.4863,0.02003,0.01772,0.51593,4.45375,1.10847,2.1411e-05,7.137e-06,2.1411e-05,7.137e-06,2.1411e-05,7.137e-06,2.1411e-05,7.137e-06
95,10892.7,0.78654,4.50466,1.19132,0.0136,0.47352,0.01965,0.01748,0.51453,4.46153,1.11079,1.8738e-05,6.246e-06,1.8738e-05,6.246e-06,1.8738e-05,6.246e-06,1.8738e-05,6.246e-06
96,11002.1,0.79994,4.51582,1.20285,0.01276,0.50467,0.02031,0.01792,0.52226,4.4353,1.11322,1.6065e-05,5.355e-06,1.6065e-05,5.355e-06,1.6065e-05,5.355e-06,1.6065e-05,5.355e-06
97,11111.6,0.80109,4.51842,1.20368,0.01323,0.48002,0.0201,0.01779,0.52244,4.45536,1.11648,1.3392e-05,4.464e-06,1.3392e-05,4.464e-06,1.3392e-05,4.464e-06,1.3392e-05,4.464e-06
98,11221.3,0.79795,4.50642,1.19739,0.01329,0.46694,0.01996,0.01775,0.51908,4.47036,1.11502,1.0719e-05,3.573e-06,1.0719e-05,3.573e-06,1.0719e-05,3.573e-06,1.0719e-05,3.573e-06
99,11329.3,0.78211,4.50855,1.19035,0.01345,0.48759,0.02019,0.01779,0.52046,4.45423,1.11276,8.046e-06,2.682e-06,8.046e-06,2.682e-06,8.046e-06,2.682e-06,8.046e-06,2.682e-06
100,11438.9,0.79316,4.52264,1.20393,0.01355,0.47466,0.02028,0.0179,0.52943,4.46158,1.12202,5.373e-06,1.791e-06,5.373e-06,1.791e-06,5.373e-06,1.791e-06,5.373e-06,1.791e-06
